RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06
King George,VA,,51,99,1595,259000,267000,259900,275450,274900,275900,274000,270000,275000,279900,269900,264900,259900,254900,256900,246900,249450,249900,249950,259000,264900,259900,248600,244900,254900,237450,232400,243000,255000,253900,264900,264900,264900,254900,275000,284900,284900,289000,279950,284900,285000,279900,279000,279900,280000,284900,279000,290900,294950,289900,279000,274900,275400,284500,286800,289900,294000,284900,287400,281000,281750,288900,289900,288900,285000,285900,287687.5,295000,305900,299500,305000,308000,299500,299700,295250,299000,295200,299999,309450,313500,308500,308500,309900,319450,321725,327350,338450,339900,339900,339900
Antrim,MI,,26,9,1596,199000,199900,199000,197450,199000,194900,199000,198500,197900,189900,192950,179900,179900,184900,189000,179900,191950,194500,189900,185250,184500,179900,179000,172000,169900,169000,169000,166750,168950,169900,169900,167000,162000,159900,160000,158700,159900,159900,162900,159900,159900,169000,171450,172000,179900,174725,169900,166750,157900,154950,154900,154900,159900,169000,169250,164450,169000,166750,168950,166750,159450,152000,149000,159900,165000,169000,164900,160000,164650,159900,165000,159000,159900,164650,168000,169900,169900,169900,167900,168900,163900,159900,158500,154900,152999,149900,149900,149900,155000,159900
Currituck,NC,Virginia Beach,37,53,1597,339000,324900,327000,319455,299900,3.00E+05,299999.5,315000,339000,339000,339900,338000,329500,3.00E+05,325000,329250,325000,329000,349500,349000,363000,349900,333500,339000,359000,374900,336850,359900,322900,325000,329900,315000,315750,301265,339900,334205,339900,349000,375000,371700,389000,409950,349900,351030,353412.5,369400,369400,372100,370450,369900,373500,369000,389950,379000,373000,349900,349900,365500,375000,369900,359000,397500,378350,375000,339900,349900,350000,359900,364900,368850,375000,389900,429000,435000,389900,380000,389000,365000,350000,364900,368000,392200,388000,379500,397500,385000,379450,399250,399000,389000
Wasatch,UT,Heber,49,51,1598,314950,314950,310737.5,299900,293250,297950,299000,297500,299000,299000,298250,282500,276500,278000,255950,249000,240000,241000,216450,220000,249000,240000,249000,249000,279000,295000,299000,274900,279000,279000,285000,279450,281000,295000,309000,320000,314900,349000,350000,349000,347000,329000,325000,333500,341500,366250,379150,412500,379000,399900,429000,437000,452000,449000,424000,442250,449000,449000,453950,449000,476000,485950,474000,474000,499000,480000,489000,491740,491740,519500,535892.5,558000,571900,545500,529700,535000,539799,537495,525900,535000,553400,539399.5,553950,569500,565650,575000,599000,589000,599000,599250
Osceola,MI,,26,133,1599,1.00E+05,99900,99900,99900,99500,97750,99900,98000,98250,97900,95437.5,92800,89900,87800,85000,83000,95000,95000,94500,89900,89000,87500,85000,79950,84900,79950,84950,85000,85000,81315,79900,79900,78000,74900,74900,72700,69900,72500,78900,79450,79900,79950,84900,89000,89900,86400,86450,85900,84900,88900,88900,86900,89000,89900,89900,89000,86450,85000,86450,85000,85000,84900,85000,85950,89900,88000,87000,86900,88200,87000,85450,82500,83750,79900,82500,86900,89900,95000,99900,99900,102450,105900,105000,103950,106900,105000,99500,102450,109900,114900
Routt,CO,Steamboat Springs,8,107,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558500,565000,571375,561500,549250,549750,536250,499000,499000,499000,506950,529000,499000,520500,495000,482000,449000,449000,449000,459000,440000,468950,481950,495497.5,514450,525000,547000,555000,558500,555000,560000,565900,550000,550000,562800,595000,595000,595000,575000,570000,549500,549900,579000,549000,554000,579000,587500,580000,569000,550000,550000,549000,569999,559000,559000
Mitchell,GA,,13,205,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,83750,85000,79900,79950,80500,81000,82500,88900,89900,89900,89900,87900,92400,85000,97400,84900,87250,84950,85000,85000
Ray,MO,Kansas City,29,177,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93700,110000,110000,112250,112250,115000,114900,109900,101750,112250,112950,105250,99950,1.00E+05,109375,110000,114900,106900,105450,110750,110000,104900,99000,99450,104900,102450,114950,127500,129900
Crisp,GA,Cordele,13,81,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188500,198000,197000,199700,192000,179000,179500,179500,179000,198000,199900,2.00E+05,205000,205000,199750,199500,195000,195000,197000,189000,189000,195000,195000,195250,195200,188500,189000,197950,188250,197950,195250,197500,192000,188000,189450,183999,179000,169900,169950,176500,179000,179250,172500,175500,186000,186000,185500,186000
Assumption,LA,,22,7,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000,187000,192500,165000,192500,175000,146250,162500,161250,160000,177450,175000,175000
Itawamba,MS,Tupelo,28,57,1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172400,175000,174900,167400,143500,149900,144500,146250,134000,135900,135900,130000,128950,132500,144900,152500,149450,144500
Limestone,TX,,48,293,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132500,135000,123500,125000,120000,132500,139000,139000,139000,140500,134250,129450,129950,129800,144000,144000,149000,144000,149000,144950,141300,130000,137500,124750,124500,123750,122500,119950,119900,114500,113950,123000,124900,119950,127400,136055,129900,140355,139000,149000,154700,154500,154750,150000,159450,141950,136750,139900,133500,135000,140000,142500,145000,147000,139500,139900
Saline,MO,Marshall,29,195,1607,,,,,,,,,,,,,,,88100,85000,85000,81900,85000,85000,79700,86600,88000,85000,85000,85000,85000,89950,85000,85000,85000,85000,87500,87500,94000,88500,87500,79900,79900,86250,84450,86250,89900,87900,90000,95750,94700,89950,91000,90000,95000,95000,93000,89450,85500,85000,88350,84900,87850,79500,82000,79700,79900,79900,84000,88600,90000,89250,83200,83200,79900,79900,81450,79900,85000,88500,89700,87000,85000,83200,88000,93250,92500,93000,93000,94900,99900,105000,105000,102500
Nodaway,MO,Maryville,29,147,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,124450,125000,109450,123900,117000,115000,123900,124900,125000,124900,134500,127750,134950,150000,145000,152000,149900,147250,142500,129000,129000,129900,144580,129500,130000,129000,127250,126000,128250,126750,125000,127500,129000,125450,123000,122900,120000,120000,119900,119400,122500,124900,125900,124000,119950,127500,126750,120000,124900,124800,120000,114900,99500,104950,107000,99500,112450,110000,110000
Prince Edward,VA,,51,147,1609,218475,209900,2.00E+05,189000,189000,189900,189000,183500,189450,194900,183500,184900,195950,199000,204250,199500,225000,220000,219000,206975,199925,199000,199900,179900,179900,179900,181499.5,174750,175000,175000,177000,177710,169900,164950,165000,161450,159999.5,165000,164000,169900,169900,169950,169950,169450,169000,168900,163000,155000,159925,162500,168200,169500,172250,167500,168500,169700,169900,179900,172400,169900,159900,181950,186900,193000,186900,189900,189950,179950,179925,181225,179950,169900,159900,159900,170950,179450,179000,179900,187450,178700,169950,174900,169900,169450,172445,169945,169990,174950,175000,179000
Starke,IN,,18,149,1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99700,93150,89900,90000,89900,94900,99900,105000,108450,99900,98700,97950,95000,97500,99900,99900,99900,99900,94700,94500,94700,99900,102400,104900,114250,105000,114900,111300,99825,98500,96500,102000,99500,99900,99500,110000,110000,109956,109900,110000,112450,105950,106000,104000,99900,99900,99900,99900,105900,109900,104950,109000,104900,109900,101935,109900,119925,123500,119450,129900,134900
Johnson,KY,,21,115,1611,,,,,,,,,,,,,,,,,145000,157000,139900,145000,148950,146950,139900,139945,139900,139945,145000,137250,135000,135000,128500,135000,128750,135000,139400,129500,129450,119000,124900,124900,120000,119900,125900,125980,130000,139900,139900,139900,124500,125280,124500,128500,133949.5,134500,139000,139450,139900,139900,134000,127950,118900,118750,118750,118500,132400,137450,129900,137250,146000,142500,142500,147950,149900,149450,149000,149000,151200,149900,149900,149450,149900,145000,149900,145000,139900,139900,138750,139900,139900,129999
Teller,CO,Colorado Springs,8,119,1612,269000,267000,244700,239900,248950,250000,250000,249900,245000,246750,242000,239900,244800,229900,210000,214950,224925,220000,225000,219900,214900,215000,216450,214950,214900,193750,199950,199900,209900,199900,195000,209575,199900,190000,219000,215000,215000,224900,233900,230000,239900,229900,234990,239900,240900,241900,239000,234900,237700,250000,250000,264950,269000,274900,264900,264900,265000,250000,249900,250000,249900,240000,249900,263950,267000,279000,269900,274900,275000,274975,280000,271450,277000,279500,289900,289900,312000,299999.5,294500,285000,284950,290000,299900,299450,314900,314900,306000,310000,324900,349900
Rowan,KY,,21,205,1613,141200,128450,137250,139900,146000,147000,142400,132950,129900,129800,126750,124500,115900,118950,121250,129900,129350,124900,129900,130950,129900,129250,124900,129900,127400,137900,134900,136450,138450,149000,147700,137450,142000,129900,126750,119950,122500,129950,134900,139900,140000,139950,137500,139784,139842,139900,130000,133900,136000,139900,139000,134900,134700,139900,139900,139900,139900,149900,149900,159900,156200,167900,154900,152750,153000,156900,155450,149900,149900,149900,152950,154200,149900,149700,149250,148250,151500,149900,150000,149500,149900,149500,149000,147000,147500,145500,153500,158000,155000,143900
Meeker,MN,,27,93,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136200,134900,138700,139450,136200,114900,129450,124900,124900,131200,129900,143450,142500,139900,142900,152000,155950,152000,147500,139900,139900,149900,150000,149950,152900,149900,150900,154900,149500,149700,148500,139900,139450,144900,144900,149900,153700,153700,158700,161950,159900,159000,149900,139450,154900,154900,164475,164825,162900
Scott,VA,Kingsport,51,169,1615,,,,,,,,,,,,,,,135000,139900,144900,140000,135400,135400,140000,129900,134950,129900,134500,129950,130000,132250,132200,124950,140200,119900,125000,125000,129800,129000,129900,129800,119000,119950,124500,123450,120950,117950,119900,129000,121500,119900,117750,116500,109900,110000,115000,118000,119975,123500,119900,119000,116500,117400,116500,112500,107500,116950,119800,115000,119000,119000,119000,123333,115000,99900,99000,99000,97000,92000,99000,99000,102900,105000,102400,109000,110000,105000,109000,105000,103900,99700,99950,95000
Aransas,TX,Corpus Christi,48,7,1616,217000,224200,234900,249000,241900,233800,249000,249000,245000,216000,224500,219500,211900,199999.5,214325,214900,224500,224375,225000,214325,197000,199000,202500,205000,199950,215000,215250,206950,199356.5,199000,199508.5,215000,224000,217950,209950,209950,193590,199500,199517.5,2.00E+05,210000,219900,225000,219900,219900,219000,220000,225000,225000,237529,229000,229900,242000,239000,239000,244250,249000,239749.5,242250,245000,248000,239500,245000,239500,235000,245179.5,239000,245685,249000,249900,259000,252031,249500,254900,269250,269250,275000,269000,267250,279450,289250,279900,269648,279500,284500,282500,279900,284500,284000,279500
Franklin,IN,,18,47,1617,149900,150000,150000,150000,149950,159000,154900,152400,154900,149900,140000,133500,139900,139950,149450,149450,164950,159900,172400,174900,179500,169900,169900,144950,142450,139900,129900,139900,136200,129900,135200,129900,139800,139850,139850,129450,125900,139900,139900,139900,139900,139950,139900,139900,139900,139875,134900,133000,144900,149400,150000,144900,149900,155000,150000,149950,144900,144900,139900,139000,129900,139000,133400,134900,139000,139900,139900,144200,155000,139000,136900,132500,136900,131200,136900,144250,154400,149500,135400,135350,129900,129900,134800,134850,132350,139900,141400,145000,143900,151900
Elbert,CO,Denver,8,39,1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313250,299000,324900,324900,341500,325900,329900,340000,339950,349950,349975,379900,372500,398450,407500,417250,415000,409000,419900,417000,415000,417450,427000,405950,444450,443592,449000,439009.5,469950,467815.5,460000,460000,475000,477450,485000,455000,449900,449900,478000,477500,470000,475000,497000,499900,494000,479900,485000,469900,464900,442450,444700,464900,509900,520000,508000
McDonald,MO,Fayetteville,29,119,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124450,124950,124900,129900,125000,125000,126150,132400,143750,143750,134000,129450,134000,128450,129900,119900,122400,129900,144900,138750,135000,139900,139950,141500,129900,134950,137500,139450,152200
Plaquemines,LA,New Orleans,22,75,1620,262500,262500,275000,280000,272500,267000,265000,265000,265000,265000,262500,249900,263800,255000,280000,284000,280000,242950,265000,265000,298000,278500,279000,279000,279000,279000,275000,269900,271950,298000,298000,294500,269900,269900,290000,269900,290000,290000,299450,3.00E+05,284500,299900,3.00E+05,279000,269000,260000,260000,261900,249450,260000,267000,274500,322000,325000,307450,325000,345000,345000,325000,305000,309000,310000,299950,299000,308500,304000,3.00E+05,3.00E+05,3.00E+05,3.00E+05,299900,302500,3.00E+05,3.00E+05,299950,3.00E+05,315000,342500,337450,324900,356450,360000,360000,332450,330000,325000,315000,353900,357900,349000
Clark,AR,Arkadelphia,5,19,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106200,109900,99992.5,99785,99785,94700,93950,93900,86950,95000,92450,95000,99825,99642.5,99785,98260,99392.5,89000,87500,97500,99392.5,97750,98500,103900,99000,99785,109000,109787.5,109675,109787.5,109950,117000,118500,118500,124500,122375,119900,119900,119999,114750,115000,109900,112000,115000,118000,121947.5,117250,119995,124900,119947.5,118750,119900,119500,119900,119500,121450,127225,124825,129450,129950
Jersey,IL,St. Louis,17,83,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,139900,137900,135000,135000,134900,126000,129000,127500,125500,129500,129900,129900,129900,139000,139000,139900,148000,139900,139500,140000,145000,139500,136500,129900,136500,130950,130950,134900,139000,136750,128900,136750,134950,133450,129500,129900,128500,128900,127000,127000,133200,123500,125000,116750,119450,124700,119900,127000,126750,130000,131900,128400
Seward,KS,Liberal,20,175,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151500,156450,155900,160000,147900,145000,141750,139850,139000,139900,139900,140500,140000,139850,136500,135000,135000,128250,135000,139000,137000,139000,139700,138000
Bibb,AL,Birmingham,1,7,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176950,189900,169450,174000,157400,150000,142500,138950,136500,135950,137500,152900,161450,142900,163000,168500,155000,143450,152000,157700,148400,138000,135000,136000,147900,140450,142507.5,139900,134900,132900,137400
Randolph,AL,,1,111,1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,189000,162450,165000,189900,189900,199000,199900,189000,177000,179000,189900,160000,168500,160000,160000,169500,179900,179000,179000,179900,174450,165450,163400,169000,159000,178950,194900,189000,199000,179900,179900,175000,174500,166250,169000,179000,189000,196250,225000,209250,199900,199900,199000,194900,219000,214250,216750,204700,225000,227000,209450
Pointe Coupee,LA,Baton Rouge,22,77,1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254950,249000,245000,242450,242450,241950,239900,245700,229000,229000,237500,242000,245000,248080,270000,279500,275000,275000,279250,314950,275000,266500,252285,266770,258540,255000,254000,249250,249000,249250,249700,249900,249900,259900,269500,264500,259500,264795,269900,256000
Union,LA,Monroe,22,111,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197450,190000,179900,176500,162250,159000,162250,149900,159900,174000,159900,163156,179000,175000
Logan,CO,Sterling,8,75,1628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148410,153450,146250,144500,149055.5,152900,149900,134900,134900,134500,119450,123950,119900,126950,139000,143200,143900,145000
Jo Daviess,IL,,17,85,1629,248900,239000,239000,229900,229900,229900,239000,239250,239900,239000,234500,239000,234900,229950,230000,227000,225000,214500,201900,209250,209000,199900,192450,189700,184750,179888,179000,179900,179000,179950,179000,179900,179900,179500,175500,179900,179900,180950,185000,184900,189000,184997.5,189500,189500,189900,189000,188500,189900,189900,194950,189000,195000,195000,192500,189900,189900,189900,186250,184000,179900,179250,179900,183250,182500,197750,196450,185000,185000,182500,190000,179000,185000,179700,179500,182250,185000,188500,189900,188500,187750,184950,179000,177944,186250,180000,183750,179950,184500,183000,184900
Grainger,TN,Knoxville,47,57,1630,189900,189900,198000,199900,207000,210900,199949.5,214900,219900,182950,199900,199900,210000,185000,187900,169900,169900,154900,139900,142450,136500,124900,124900,114450,124900,127950,124900,120000,126079,129900,128500,134900,134900,137450,149900,149900,149900,139900,149900,156900,156900,154900,159900,155900,154900,159900,164950,159950,160200,151000,151000,160500,159900,159000,149900,149900,149900,145000,136000,129900,139000,138000,145000,163900,169900,169900,168200,164900,157400,164900,145900,162400,159200,159200,149900,143900,149950,134900,129900,132400,145450,129900,129900,125900,126900,126900,121600,119900,129450,129900
Payette,ID,Ontario,16,75,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139949.5,139949.5,136250,137440,135995,136720,141500,139900,139700,144995,154900,154900,154900,149950,153450,149900,147990,148450,154900,159000,164200,156999,157000,149900,149900,162000,162000,164500,165950,169500,169000,175000,185800,187725,186850,176700,168500,169000,165000,169500,173500,173499,180249.5,195199,181400
Barnwell,SC,,45,11,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,155786.5,155000,152450,146450,129000,141950,144900,139000,135000,128000,139900,142500,159000,159000,149000,139950,147200,152500,156000,157500,145750,147000,147000,147000,138250,139000,149250,149500,145000,138450,137250,139450,140000,139000,139950,139900,139900,139900,138950,134250,134950,124650,119900
Emanuel,GA,,13,107,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124950,136250,136500,135000,129000,124900,119000,119900,124900,120000,118950,118950,107450,119000,119000,109900
Hopewell City,VA,Richmond,51,670,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109975,129000,115000,115000,117000,119000,119000,119900,127375,129000,126950,124975,124950,115000,116500,115000,110000,105000,114950,115475,116250,115000,113000,116250,117000,110120,114900,114950,120000,121950,125000,124475,125000,125000,113100,111450,115000,109900,109900,97450,105000,105000,109900,110000,108700,110000,108000,110000,104950,104975,99450,104500,104850,97603,104975,110000,104425
George,MS,,28,39,1635,139450,137000,134900,130000,134950,139900,139000,139900,137000,129900,129900,120000,124000,124000,117800,114950,118750,118500,116750,112500,111750,114250,110000,107000,113500,113500,105000,109900,100250,105000,110000,114250,111750,112500,118500,125000,125000,125000,124900,124900,115000,122400,124900,124900,119000,120000,120000,129000,128450,122000,129950,127450,119000,129500,124750,132500,129900,132000,129250,129000,129500,130000,129000,134450,129900,124900,125500,125000,131750,124900,124900,124900,124900,121900,134950,130000,135950,134900,131200,119000,121750,123000,129900,124200,124900,124250,125700,125900,118500,119000
Taylor,FL,,12,123,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,159000,169000,169900,159000,137949.5,134900,139900,128750,129500,139900,130950,129250,122500,115000,117450,121687.5,124900,127500,129500,130000,148000,148750,142250,139450,130000,133450,134900,134900,135950,138000,134900,142500,139000,141558,142750,140616,135000,139450,138950,145250,140000,135000,135000,130000,130000,129950,120000,122500,124900,125000,125000,129900,131000,135000
